0.2499,0.0265682
0.2498,0.026551
0.2497,0.0265339
0.2496,0.0265168
0.2495,0.0264996
0.2494,0.0264825
0.2493,0.0264654
0.2492,0.0264483
0.2491,0.0264311
0.249,0.026414
0.2489,0.0263969
0.2488,0.0263798
0.2487,0.0263627
0.2486,0.0263456
0.2485,0.0263285
0.2484,0.0263114
0.2483,0.0262943
0.2482,0.0262773
0.2481,0.0262602
0.248,0.0262431
0.2479,0.026226
0.2478,0.026209
0.2477,0.0261919
0.2476,0.0261748
0.2475,0.0261578
0.2474,0.0261407
0.2473,0.0261237
0.2472,0.0261066
0.2471,0.0260896
0.247,0.0260726
0.2469,0.0260555
0.2468,0.0260385
0.2467,0.0260215
0.2466,0.0260044
0.2465,0.0259874
0.2464,0.0259704
0.2463,0.0259534
0.2462,0.0259364
0.2461,0.0259194
0.246,0.0259024
0.2459,0.0258854
0.2458,0.0258684
0.2457,0.0258514
0.2456,0.0258344
0.2455,0.0258174
0.2454,0.0258004
0.2453,0.0257835
0.2452,0.0257665
0.2451,0.0257495
0.245,0.0257326
0.2449,0.0257156
0.2448,0.0256986
0.2447,0.0256817
0.2446,0.0256647
0.2445,0.0256478
0.2444,0.0256308
0.2443,0.0256139
0.2442,0.025597
0.2441,0.02558
0.244,0.0255631
0.2439,0.0255462
0.2438,0.0255293
0.2437,0.0255123
0.2436,0.0254954
0.2435,0.0254785
0.2434,0.0254616
0.2433,0.0254447
0.2432,0.0254278
0.2431,0.0254109
0.243,0.025394
0.2429,0.0253771
0.2428,0.0253603
0.2427,0.0253434
0.2426,0.0253265
0.2425,0.0253096
0.2424,0.0252928
0.2423,0.0252759
0.2422,0.025259
0.2421,0.0252422
0.242,0.0252253
0.2419,0.0252085
0.2418,0.0251916
0.2417,0.0251748
0.2416,0.0251579
0.2415,0.0251411
0.2414,0.0251243
0.2413,0.0251075
0.2412,0.0250906
0.2411,0.0250738
0.241,0.025057
0.2409,0.0250402
0.2408,0.0250234
0.2407,0.0250066
0.2406,0.0249898
0.2405,0.024973
0.2404,0.0249562
0.2403,0.0249394
0.2402,0.0249226
0.2401,0.0249058
0.24,0.024889
0.2399,0.0248723
0.2398,0.0248555
0.2397,0.0248387
0.2396,0.024822
0.2395,0.0248052
0.2394,0.0247884
0.2393,0.0247717
0.2392,0.0247549
0.2391,0.0247382
0.239,0.0247214
0.2389,0.0247047
0.2388,0.024688
0.2387,0.0246712
0.2386,0.0246545
0.2385,0.0246378
0.2384,0.0246211
0.2383,0.0246044
0.2382,0.0245877
0.2381,0.0245709
0.238,0.0245542
0.2379,0.0245375
0.2378,0.0245208
0.2377,0.0245041
0.2376,0.0244875
0.2375,0.0244708
0.2374,0.0244541
0.2373,0.0244374
0.2372,0.0244207
0.2371,0.0244041
0.237,0.0243874
0.2369,0.0243707
0.2368,0.0243541
0.2367,0.0243374
0.2366,0.0243208
0.2365,0.0243041
0.2364,0.0242875
0.2363,0.0242709
0.2362,0.0242542
0.2361,0.0242376
0.236,0.024221
0.2359,0.0242043
0.2358,0.0241877
0.2357,0.0241711
0.2356,0.0241545
0.2355,0.0241379
0.2354,0.0241213
0.2353,0.0241047
0.2352,0.0240881
0.2351,0.0240715
0.235,0.0240549
0.2349,0.0240383
0.2348,0.0240217
0.2347,0.0240051
0.2346,0.0239886
0.2345,0.023972
0.2344,0.0239554
0.2343,0.0239389
0.2342,0.0239223
0.2341,0.0239057
0.234,0.0238892
0.2339,0.0238726
0.2338,0.0238561
0.2337,0.0238396
0.2336,0.023823
0.2335,0.0238065
0.2334,0.02379
0.2333,0.0237734
0.2332,0.0237569
0.2331,0.0237404
0.233,0.0237239
0.2329,0.0237074
0.2328,0.0236909
0.2327,0.0236744
0.2326,0.0236579
0.2325,0.0236414
0.2324,0.0236249
0.2323,0.0236084
0.2322,0.0235919
0.2321,0.0235754
0.232,0.023559
0.2319,0.0235425
0.2318,0.023526
0.2317,0.0235095
0.2316,0.0234931
0.2315,0.0234766
0.2314,0.0234602
0.2313,0.0234437
0.2312,0.0234273
0.2311,0.0234108
0.231,0.0233944
0.2309,0.023378
0.2308,0.0233615
0.2307,0.0233451
0.2306,0.0233287
0.2305,0.0233123
0.2304,0.0232959
0.2303,0.0232795
0.2302,0.0232631
0.2301,0.0232466
0.23,0.0232302
0.2299,0.0232139
0.2298,0.0231975
0.2297,0.0231811
0.2296,0.0231647
0.2295,0.0231483
0.2294,0.0231319
0.2293,0.0231156
0.2292,0.0230992
0.2291,0.0230828
0.229,0.0230665
0.2289,0.0230501
0.2288,0.0230338
0.2287,0.0230174
0.2286,0.0230011
0.2285,0.0229847
0.2284,0.0229684
0.2283,0.0229521
0.2282,0.0229357
0.2281,0.0229194
0.228,0.0229031
0.2279,0.0228868
0.2278,0.0228705
0.2277,0.0228542
0.2276,0.0228379
0.2275,0.0228216
0.2274,0.0228053
0.2273,0.022789
0.2272,0.0227727
0.2271,0.0227564
0.227,0.0227401
0.2269,0.0227238
0.2268,0.0227076
0.2267,0.0226913
0.2266,0.022675
0.2265,0.0226588
0.2264,0.0226425
0.2263,0.0226262
